6790010-528-405-856-621458158;1493564543846;14972.222222222223 
6790010-528-405-856-621458158;1493564544355;3963.2352941176473 
6790010-528-405-856-621458158;1493564544856;3959.59595959596 
6790010-528-405-856-621458158;1493564545355;4352.791878172588 
6790010-528-405-856-621458158;1493564545855;4266.169154228856 
6790010-528-405-856-621458158;1493564546356;4042.5000000000005 
6790010-528-405-856-621458158;1493564546855;3816.5829145728644 
6790010-528-405-856-621458158;1493564547355;4432.160804020101 
6790010-528-405-856-621458158;1493564547856;5786.43216080402 
6790010-528-405-856-621458158;1493564548355;6370.0 
6790010-528-405-856-621458158;1493564548855;5845.177664974619 
6790010-528-405-856-621458158;1493564549356;5880.0 
6790010-528-405-856-621458158;1493564549855;6002.499999999999 
6790010-528-405-856-621458158;1493564550355;5939.393939393939 
6790010-528-405-856-621458158;1493564550855;5568.181818181818 
6790010-528-405-856-621458158;1493564551355;5972.6368159203985 
6790010-528-405-856-621458158;1493564551856;5512.5 
6790010-528-405-856-621458158;1493564552355;5347.715736040609 
6790010-528-405-856-621458158;1493564552856;6306.930693069307 
6790010-528-405-856-621458158;1493564553356;5845.177664974619 
6790010-528-405-856-621458158;1493564553856;6615.0 
6790010-528-405-856-621458158;1493564554355;5540.201005025126 
6790010-528-405-856-621458158;1493564554855;5875.0 
6790010-528-405-856-621458158;1493564555355;6002.499999999999 
6790010-528-405-856-621458158;1493564555855;6247.500000000001 
6790010-528-405-856-621458158;1493564556355;6125.0 
6790010-528-405-856-621458158;1493564556856;5402.564102564102 
6790010-528-405-856-621458158;1493564557355;6185.643564356436 
6790010-528-405-856-621458158;1493564557855;5320.707070707071 
6790010-528-405-856-621458158;1493564558355;5850.746268656716 
6790010-528-405-856-621458158;1493564558856;6063.131313131313 
6790010-528-405-856-621458158;1493564559355;6492.500000000001 
6790010-528-405-856-621458158;1493564559856;5635.000000000001 
6790010-528-405-856-621458158;1493564560356;6525.125628140703 
6790010-528-405-856-621458158;1493564560855;5485.074626865672 
6790010-528-405-856-621458158;1493564561355;6093.908629441624 
6790010-528-405-856-621458158;1493564561855;5485.074626865672 
6790010-528-405-856-621458158;1493564562356;6460.199004975125 
6790010-528-405-856-621458158;1493564562856;5728.855721393034 
6790010-528-405-856-621458158;1493564563356;5969.543147208122 
6790010-528-405-856-621458158;1493564563855;5457.920792079208 
6790010-528-405-856-621458158;1493564564355;6310.606060606061 
6790010-528-405-856-621458158;1493564564855;5320.707070707071 
6790010-528-405-856-621458158;1493564565355;6428.217821782178 
6790010-528-405-856-621458158;1493564565855;5663.316582914573 
6790010-528-405-856-621458158;1493564566356;6155.778894472361 
6790010-528-405-856-621458158;1493564566856;5022.5 
6790010-528-405-856-621458158;1493564567356;5596.446700507614 
6790010-528-405-856-621458158;1493564567856;4924.62311557789 
6790010-528-405-856-621458158;1493564568355;6125.0 
6790010-528-405-856-621458158;1493564568855;5880.0 
6790010-528-405-856-621458158;1493564569356;6002.499999999999 
6790010-528-405-856-621458158;1493564569856;6155.778894472361 
6790010-528-405-856-621458158;1493564570356;5845.177664974619 
6790010-528-405-856-621458158;1493564570855;5913.793103448275 
6790010-528-405-856-621458158;1493564571355;6186.868686868687 
6790010-528-405-856-621458158;1493564571855;5073.232323232323 
6790010-528-405-856-621458158;1493564572355;6125.0 
6790010-528-405-856-621458158;1493564572855;5457.920792079208 
6790010-528-405-856-621458158;1493564573355;6155.778894472361 
6790010-528-405-856-621458158;1493564573856;5320.707070707071 
6790010-528-405-856-621458158;1493564574355;6155.778894472361 
6790010-528-405-856-621458158;1493564574855;5170.854271356783 
6790010-528-405-856-621458158;1493564575355;6681.818181818182 
6790010-528-405-856-621458158;1493564575855;5512.5 
6790010-528-405-856-621458158;1493564576355;6063.131313131313 
6790010-528-405-856-621458158;1493564576855;5972.6368159203985 
6790010-528-405-856-621458158;1493564577355;5568.181818181818 
6790010-528-405-856-621458158;1493564577855;5512.5 
6790010-528-405-856-621458158;1493564578355;5568.181818181818 
6790010-528-405-856-621458158;1493564578855;4924.62311557789 
6790010-528-405-856-621458158;1493564579356;6002.499999999999 
6790010-528-405-856-621458158;1493564579855;5635.000000000001 
6790010-528-405-856-621458158;1493564580355;6591.370558375635 
6790010-528-405-856-621458158;1493564580855;5635.000000000001 
6790010-528-405-856-621458158;1493564581356;5663.316582914573 
6790010-528-405-856-621458158;1493564581856;5145.0 
6790010-528-405-856-621458158;1493564582355;5241.293532338308 
6790010-528-405-856-621458158;1493564582855;5073.232323232323 
6790010-528-405-856-621458158;1493564583356;6094.527363184079 
6790010-528-405-856-621458158;1493564583855;5540.201005025126 
6790010-528-405-856-621458158;1493564584345;5905.128205128205 
6790010-528-405-856-621458158;1493564584855;5913.793103448275 
6790010-528-405-856-621458158;1493564585355;5821.782178217822 
6790010-528-405-856-621458158;1493564585855;6681.818181818182 
6790010-528-405-856-621458158;1493564586355;5757.499999999999 
6790010-528-405-856-621458158;1493564586855;5293.969849246231 
6790010-528-405-856-621458158;1493564587356;5880.0 
6790010-528-405-856-621458158;1493564587856;5417.085427135679 
6790010-528-405-856-621458158;1493564588356;6338.308457711442 
6790010-528-405-856-621458158;1493564588856;5939.393939393939 
6790010-528-405-856-621458158;1493564589355;6032.663316582915 
6790010-528-405-856-621458158;1493564589856;5880.0 
6790010-528-405-856-621458158;1493564590356;5880.0 
6790010-528-405-856-621458158;1493564590855;7263.819095477386 
6790010-528-405-856-621458158;1493564591355;5786.43216080402 
6790010-528-405-856-621458158;1493564591855;5241.293532338308 
6790010-528-405-856-621458158;1493564592355;5417.085427135679 
6790010-528-405-856-621458158;1493564592855;5472.081218274112 
6790010-528-405-856-621458158;1493564593355;5880.0 
6790010-528-405-856-621458158;1493564593855;5635.000000000001 
6790010-528-405-856-621458158;1493564594355;6032.663316582915 
6790010-528-405-856-621458158;1493564594855;5568.181818181818 
6790010-528-405-856-621458158;1493564595355;5512.5 
6790010-528-405-856-621458158;1493564595856;6186.868686868687 
6790010-528-405-856-621458158;1493564596355;5145.0 
6790010-528-405-856-621458158;1493564596855;5444.444444444443 
6790010-528-405-856-621458158;1493564597355;6247.500000000001 
6790010-528-405-856-621458158;1493564597855;6032.663316582915 
6790010-528-405-856-621458158;1493564598355;5635.000000000001 
6790010-528-405-856-621458158;1493564598855;5757.499999999999 
6790010-528-405-856-621458158;1493564599346;5682.98969072165 
6790010-528-405-856-621458158;1493564599855;5579.20792079208 
6790010-528-405-856-621458158;1493564600355;5444.444444444443 
6790010-528-405-856-621458158;1493564600855;6125.0 
6790010-528-405-856-621458158;1493564601355;6342.639593908629 
6790010-528-405-856-621458158;1493564601855;5821.782178217822 
6790010-528-405-856-621458158;1493564602355;5472.081218274112 
6790010-528-405-856-621458158;1493564602855;6002.499999999999 
6790010-528-405-856-621458158;1493564603355;7472.5 
6790010-528-405-856-621458158;1493564603855;5880.0 
6790010-528-405-856-621458158;1493564604355;4949.49494949495 
6790010-528-405-856-621458158;1493564604855;6063.131313131313 
6790010-528-405-856-621458158;1493564605356;6278.89447236181 
6790010-528-405-856-621458158;1493564605855;5417.085427135679 
6790010-528-405-856-621458158;1493564606355;6467.005076142132 
6790010-528-405-856-621458158;1493564606855;5267.5 
6790010-528-405-856-621458158;1493564607355;6792.079207920793 
6790010-528-405-856-621458158;1493564607856;5540.201005025126 
6790010-528-405-856-621458158;1493564608356;5786.43216080402 
6790010-528-405-856-621458158;1493564608855;5444.444444444443 
6790010-528-405-856-621458158;1493564609355;6306.930693069307 
6790010-528-405-856-621458158;1493564609855;5880.0 
6790010-528-405-856-621458158;1493564610355;5000.0 
6790010-528-405-856-621458158;1493564610855;5606.965174129354 
6790010-528-405-856-621458158;1493564611355;6155.778894472361 
6790010-528-405-856-621458158;1493564611856;8732.673267326732 
6790010-528-405-856-621458158;1493564612355;6093.908629441624 
6790010-528-405-856-621458158;1493564612855;5485.074626865672 
6790010-528-405-856-621458158;1493564613355;5939.393939393939 
6790010-528-405-856-621458158;1493564613855;4924.62311557789 
6790010-528-405-856-621458158;1493564614356;5663.316582914573 
6790010-528-405-856-621458158;1493564614856;5540.201005025126 
6790010-528-405-856-621458158;1493564615346;5905.128205128205 
6790010-528-405-856-621458158;1493564615855;5551.724137931034 
6790010-528-405-856-621458158;1493564616355;6370.0 
6790010-528-405-856-621458158;1493564616855;6125.0 
6790010-528-405-856-621458158;1493564617356;5909.547738693467 
6790010-528-405-856-621458158;1493564617855;5635.000000000001 
6790010-528-405-856-621458158;1493564618355;5196.969696969697 
6790010-528-405-856-621458158;1493564618855;5635.000000000001 
6790010-528-405-856-621458158;1493564619355;5939.393939393939 
6790010-528-405-856-621458158;1493564619855;5417.085427135679 
6790010-528-405-856-621458158;1493564620355;5757.499999999999 
6790010-528-405-856-621458158;1493564620855;5540.201005025126 
6790010-528-405-856-621458158;1493564621355;5909.547738693467 
6790010-528-405-856-621458158;1493564621856;5635.000000000001 
6790010-528-405-856-621458158;1493564622355;6715.7360406091375 
6790010-528-405-856-621458158;1493564622856;5512.5 
6790010-528-405-856-621458158;1493564623355;5596.446700507614 
6790010-528-405-856-621458158;1493564623856;5972.6368159203985 
6790010-528-405-856-621458158;1493564624356;6032.663316582915 
6790010-528-405-856-621458158;1493564624855;5390.0 
6790010-528-405-856-621458158;1493564625355;5568.181818181818 
6790010-528-405-856-621458158;1493564625855;5850.746268656716 
6790010-528-405-856-621458158;1493564626355;6155.778894472361 
6790010-528-405-856-621458158;1493564626855;5196.969696969697 
6790010-528-405-856-621458158;1493564627355;6032.663316582915 
6790010-528-405-856-621458158;1493564627856;5786.43216080402 
6790010-528-405-856-621458158;1493564628356;5972.6368159203985 
6790010-528-405-856-621458158;1493564628855;5635.000000000001 
6790010-528-405-856-621458158;1493564629356;5444.444444444443 
6790010-528-405-856-621458158;1493564629855;5720.812182741117 
6790010-528-405-856-621458158;1493564630355;5472.081218274112 
6790010-528-405-856-621458158;1493564630855;6216.417910447762 
6790010-528-405-856-621458158;1493564631355;5939.393939393939 
6790010-528-405-856-621458158;1493564631855;5485.074626865672 
6790010-528-405-856-621458158;1493564632356;5845.177664974619 
6790010-528-405-856-621458158;1493564632855;6002.499999999999 
6790010-528-405-856-621458158;1493564633356;5786.43216080402 
6790010-528-405-856-621458158;1493564633856;6155.778894472361 
6790010-528-405-856-621458158;1493564634355;5417.085427135679 
6790010-528-405-856-621458158;1493564634855;5786.43216080402 
6790010-528-405-856-621458158;1493564635355;5972.6368159203985 
6790010-528-405-856-621458158;1493564635855;5568.181818181818 
6790010-528-405-856-621458158;1493564636356;5635.000000000001 
6790010-528-405-856-621458158;1493564636855;5073.232323232323 
6790010-528-405-856-621458158;1493564637355;5635.000000000001 
6790010-528-405-856-621458158;1493564637855;5320.707070707071 
6790010-528-405-856-621458158;1493564638355;5635.000000000001 
6790010-528-405-856-621458158;1493564638856;5972.6368159203985 
6790010-528-405-856-621458158;1493564639355;6771.356783919598 
6790010-528-405-856-621458158;1493564639855;5293.969849246231 
6790010-528-405-856-621458158;1493564640355;5390.0 
6790010-528-405-856-621458158;1493564640855;5939.393939393939 
6790010-528-405-856-621458158;1493564641355;5663.316582914573 
6790010-528-405-856-621458158;1493564641855;5417.085427135679 
6790010-528-405-856-621458158;1493564642355;6032.663316582915 
6790010-528-405-856-621458158;1493564642855;5635.000000000001 
6790010-528-405-856-621458158;1493564643355;5880.0 
6790010-528-405-856-621458158;1493564643855;5757.499999999999 
6790010-528-405-856-621458158;1493564644356;6310.606060606061 
6790010-528-405-856-621458158;1493564644855;6002.499999999999 
6790010-528-405-856-621458158;1493564645355;5850.746268656716 
6790010-528-405-856-621458158;1493564645855;6094.527363184079 
6790010-528-405-856-621458158;1493564646355;5663.316582914573 
6790010-528-405-856-621458158;1493564646855;5815.656565656565 
6790010-528-405-856-621458158;1493564647355;5663.316582914573 
6790010-528-405-856-621458158;1493564647855;5145.0 
6790010-528-405-856-621458158;1493564648355;5568.181818181818 
6790010-528-405-856-621458158;1493564648856;5512.5 
6790010-528-405-856-621458158;1493564649356;5320.707070707071 
6790010-528-405-856-621458158;1493564649856;6648.24120603015 
6790010-528-405-856-621458158;1493564650355;5196.969696969697 
6790010-528-405-856-621458158;1493564650855;6216.417910447762 
6790010-528-405-856-621458158;1493564651355;5293.969849246231 
6790010-528-405-856-621458158;1493564651856;5170.854271356783 
6790010-528-405-856-621458158;1493564652355;6370.0 
6790010-528-405-856-621458158;1493564652855;5540.201005025126 
6790010-528-405-856-621458158;1493564653355;5568.181818181818 
6790010-528-405-856-621458158;1493564653855;4825.757575757575 
6790010-528-405-856-621458158;1493564654356;6396.551724137931 
6790010-528-405-856-621458158;1493564654855;9750.0 
6790010-528-405-856-621458158;1493564655355;7069.651741293533 
6790010-528-405-856-621458158;1493564655855;6002.499999999999 
6790010-528-405-856-621458158;1493564656356;5540.201005025126 
6790010-528-405-856-621458158;1493564656856;5196.969696969697 
6790010-528-405-856-621458158;1493564657356;5850.746268656716 
6790010-528-405-856-621458158;1493564657855;4900.0 
6790010-528-405-856-621458158;1493564658355;6093.908629441624 
6790010-528-405-856-621458158;1493564658855;5635.000000000001 
6790010-528-405-856-621458158;1493564659356;5223.350253807107 
6790010-528-405-856-621458158;1493564659856;5635.000000000001 
6790010-528-405-856-621458158;1493564660356;6247.500000000001 
6790010-528-405-856-621458158;1493564660855;5196.969696969697 
6790010-528-405-856-621458158;1493564661356;6247.500000000001 
6790010-528-405-856-621458158;1493564661855;5293.969849246231 
6790010-528-405-856-621458158;1493564662355;5663.316582914573 
6790010-528-405-856-621458158;1493564662855;5939.393939393939 
6790010-528-405-856-621458158;1493564663355;6434.343434343436 
6790010-528-405-856-621458158;1493564663855;6492.500000000001 
6790010-528-405-856-621458158;1493564664355;6125.0 
6790010-528-405-856-621458158;1493564664855;5635.000000000001 
6790010-528-405-856-621458158;1493564665355;5939.393939393939 
6790010-528-405-856-621458158;1493564665855;6093.908629441624 
6790010-528-405-856-621458158;1493564666356;6582.0895522388055 
6790010-528-405-856-621458158;1493564666855;5700.495049504951 
6790010-528-405-856-621458158;1493564667355;5568.181818181818 
6790010-528-405-856-621458158;1493564667855;5909.547738693467 
6790010-528-405-856-621458158;1493564668355;5568.181818181818 
6790010-528-405-856-621458158;1493564668855;5880.0 
6790010-528-405-856-621458158;1493564669355;5880.0 
6790010-528-405-856-621458158;1493564669856;6032.663316582915 
6790010-528-405-856-621458158;1493564670355;5845.177664974619 
6790010-528-405-856-621458158;1493564670855;5293.969849246231 
6790010-528-405-856-621458158;1493564671356;5635.000000000001 
6790010-528-405-856-621458158;1493564671856;6525.125628140703 
6790010-528-405-856-621458158;1493564672356;6032.663316582915 
6790010-528-405-856-621458158;1493564672856;5196.969696969697 
6790010-528-405-856-621458158;1493564673355;6125.0 
6790010-528-405-856-621458158;1493564673855;5663.316582914573 
6790010-528-405-856-621458158;1493564674355;5821.782178217822 
6790010-528-405-856-621458158;1493564674856;5845.177664974619 
6790010-528-405-856-621458158;1493564675355;5320.707070707071 
6790010-528-405-856-621458158;1493564675855;5663.316582914573 
6790010-528-405-856-621458158;1493564676355;5540.201005025126 
6790010-528-405-856-621458158;1493564676855;5320.707070707071 
6790010-528-405-856-621458158;1493564677356;7017.587939698493 
6790010-528-405-856-621458158;1493564677855;5635.000000000001 
6790010-528-405-856-621458158;1493564678355;5540.201005025126 
6790010-528-405-856-621458158;1493564678855;5568.181818181818 
6790010-528-405-856-621458158;1493564679355;5390.0 
6790010-528-405-856-621458158;1493564679855;5540.201005025126 
6790010-528-405-856-621458158;1493564680355;6064.356435643564 
6790010-528-405-856-621458158;1493564680855;5757.499999999999 
6790010-528-405-856-621458158;1493564681355;5625.0 
6790010-528-405-856-621458158;1493564681856;6125.0 
6790010-528-405-856-621458158;1493564682355;6002.499999999999 
6790010-528-405-856-621458158;1493564682855;6125.0 
6790010-528-405-856-621458158;1493564683356;5635.000000000001 
6790010-528-405-856-621458158;1493564683855;5472.081218274112 
6790010-528-405-856-621458158;1493564684355;5485.074626865672 
6790010-528-405-856-621458158;1493564684855;5909.547738693467 
6790010-528-405-856-621458158;1493564685355;5635.000000000001 
6790010-528-405-856-621458158;1493564685855;5880.0 
6790010-528-405-856-621458158;1493564686355;5472.081218274112 
6790010-528-405-856-621458158;1493564686856;6338.308457711442 
6790010-528-405-856-621458158;1493564687356;6247.500000000001 
6790010-528-405-856-621458158;1493564687855;5909.547738693467 
6790010-528-405-856-621458158;1493564688355;5293.969849246231 
6790010-528-405-856-621458158;1493564688856;5880.0 
6790010-528-405-856-621458158;1493564689356;5691.919191919192 
6790010-528-405-856-621458158;1493564689855;5663.316582914573 
6790010-528-405-856-621458158;1493564690355;5347.715736040609 
6790010-528-405-856-621458158;1493564690855;5293.969849246231 
6790010-528-405-856-621458158;1493564691355;5512.5 
6790010-528-405-856-621458158;1493564691855;5568.181818181818 
6790010-528-405-856-621458158;1493564692355;5757.499999999999 
6790010-528-405-856-621458158;1493564692855;5390.0 
6790010-528-405-856-621458158;1493564693355;5606.965174129354 
6790010-528-405-856-621458158;1493564693855;6155.778894472361 
6790010-528-405-856-621458158;1493564694355;5568.181818181818 
6790010-528-405-856-621458158;1493564694855;5606.965174129354 
6790010-528-405-856-621458158;1493564695355;5691.919191919192 
6790010-528-405-856-621458158;1493564695856;5363.184079601991 
6790010-528-405-856-621458158;1493564696356;5815.656565656565 
6790010-528-405-856-621458158;1493564696855;5786.43216080402 
6790010-528-405-856-621458158;1493564697355;5472.081218274112 
6790010-528-405-856-621458158;1493564697855;5728.855721393034 
6790010-528-405-856-621458158;1493564698356;5909.547738693467 
6790010-528-405-856-621458158;1493564698856;4532.5 
6790010-528-405-856-621458158;1493564699356;5444.444444444443 
6790010-528-405-856-621458158;1493564699856;6002.499999999999 
6790010-528-405-856-621458158;1493564700355;6032.663316582915 
6790010-528-405-856-621458158;1493564700856;5485.074626865672 
6790010-528-405-856-621458158;1493564701355;6155.778894472361 
6790010-528-405-856-621458158;1493564701855;4949.49494949495 
6790010-528-405-856-621458158;1493564702355;6402.010050251257 
6790010-528-405-856-621458158;1493564702855;5375.0 
6790010-528-405-856-621458158;1493564703355;6216.417910447762 
6790010-528-405-856-621458158;1493564703855;6125.0 
6790010-528-405-856-621458158;1493564704355;6155.778894472361 
6790010-528-405-856-621458158;1493564704855;5663.316582914573 
6790010-528-405-856-621458158;1493564705355;6247.500000000001 
6790010-528-405-856-621458158;1493564705855;5663.316582914573 
6790010-528-405-856-621458158;1493564706355;6310.606060606061 
6790010-528-405-856-621458158;1493564706855;5757.499999999999 
6790010-528-405-856-621458158;1493564707355;6247.500000000001 
6790010-528-405-856-621458158;1493564707856;5320.707070707071 
6790010-528-405-856-621458158;1493564708355;6002.499999999999 
6790010-528-405-856-621458158;1493564708855;6247.500000000001 
6790010-528-405-856-621458158;1493564709355;6032.663316582915 
